variant,brand,notes,image url
Undergrowth Eau de Parfum,Rook Perfumes,"[{""id"": 258, ""nama"": ""soil""}, {""id"": 259, ""nama"": ""garden mint""}, {""id"": 260, ""nama"": ""grass""}, {""id"": 261, ""nama"": ""green notes""}, {""id"": 262, ""nama"": ""mandarin""}, {""id"": 166, ""nama"": ""orris""}, {""id"": 18, ""nama"": ""vetiver""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 149, ""nama"": ""white musk""}]",https://static.luckyscent.com/images/products/859000.jpg?width=400&404=product.png
Rook Eau de Parfum,Rook Perfumes,"[{""id"": 263, ""nama"": ""birch tar""}, {""id"": 52, ""nama"": ""tobacco""}, {""id"": 59, ""nama"": ""castoreum""}, {""id"": 86, ""nama"": ""cardamom""}, {""id"": 94, ""nama"": ""ginger""}, {""id"": 93, ""nama"": ""civet""}, {""id"": 22, ""nama"": ""agarwood""}, {""id"": 78, ""nama"": ""incense""}, {""id"": 76, ""nama"": ""ambrette""}, {""id"": 264, ""nama"": ""ambergris""}, {""id"": 265, ""nama"": ""guaiac wood""}, {""id"": 2, ""nama"": ""musk""}]",https://static.luckyscent.com/images/products/859001.jpg?width=400&404=product.png
Forest Eau de Parfum,Rook Perfumes,"[{""id"": 145, ""nama"": ""cypress""}, {""id"": 266, ""nama"": ""pine""}, {""id"": 58, ""nama"": ""black pepper""}, {""id"": 78, ""nama"": ""incense""}, {""id"": 261, ""nama"": ""green notes""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 153, ""nama"": ""cedar""}, {""id"": 149, ""nama"": ""white musk""}]",https://static.luckyscent.com/images/products/859002.jpg?width=400&404=product.png
Hapyang Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale","[{""id"": 267, ""nama"": ""powder & aldehyde mist""}, {""id"": 6, ""nama"": ""magnolia""}, {""id"": 15, ""nama"": ""ylang-ylang""}, {""id"": 268, ""nama"": ""peartree""}, {""id"": 102, ""nama"": ""benzoin""}, {""id"": 30, ""nama"": ""vanilla""}]",https://static.luckyscent.com/images/products/345367.jpg?width=400&404=product.png
Young Hearts Eau de Parfum,Bruno Acampora,"[{""id"": 35, ""nama"": ""bergamot""}, {""id"": 97, ""nama"": ""galbanum""}, {""id"": 269, ""nama"": ""birch leaf""}, {""id"": 266, ""nama"": ""pine""}, {""id"": 67, ""nama"": ""saffron""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 69, ""nama"": ""fir balsam""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 34, ""nama"": ""oakmoss""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 2, ""nama"": ""musk""}, {""id"": 31, ""nama"": ""amber""}]",https://static.luckyscent.com/images/products/375041.jpg?width=400&404=product.png
Eau de Yuzu Eau de Toilette,PARFUMS DE NICOLAI,"[{""id"": 4, ""nama"": ""yuzu""}, {""id"": 270, ""nama"": ""lemon leaf""}, {""id"": 169, ""nama"": ""juniper""}, {""id"": 110, ""nama"": ""grapefruit""}, {""id"": 271, ""nama"": ""gaiac""}, {""id"": 21, ""nama"": ""patchouli""}]",https://static.luckyscent.com/images/products/313062.jpg?width=400&404=product.png
Creme de Cuir Eau de Parfum,BDK Parfums,"[{""id"": 262, ""nama"": ""mandarin""}, {""id"": 35, ""nama"": ""bergamot""}, {""id"": 272, ""nama"": ""pineapple""}, {""id"": 273, ""nama"": ""pink berries""}, {""id"": 274, ""nama"": ""white suede""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 275, ""nama"": ""birch oil""}, {""id"": 149, ""nama"": ""white musk""}, {""id"": 276, ""nama"": ""grey musk""}]",https://static.luckyscent.com/images/products/856008.jpg?width=400&404=product.png
Tabac Rose Eau de Parfum,BDK Parfums,"[{""id"": 277, ""nama"": ""pink pepper from madagascar""}, {""id"": 278, ""nama"": ""plum accord""}, {""id"": 279, ""nama"": ""lemon from italy""}, {""id"": 280, ""nama"": ""rose from turkey""}, {""id"": 281, ""nama"": ""cinnamon from madagascar""}, {""id"": 282, ""nama"": ""chocolate accord""}, {""id"": 283, ""nama"": ""tobacco absolute from the balkans""}, {""id"": 284, ""nama"": ""patchouli oil from indonesia""}, {""id"": 285, ""nama"": ""labdanum resin from spain""}]",https://static.luckyscent.com/images/products/856009.jpg?width=400&404=product.png
French Bouquet Eau de Parfum,BDK Parfums,"[{""id"": 286, ""nama"": ""aldehyde c12""}, {""id"": 14, ""nama"": ""coriander""}, {""id"": 287, ""nama"": ""bergamot from italy""}, {""id"": 288, ""nama"": ""rose from morocco""}, {""id"": 289, ""nama"": ""jasmine from india""}, {""id"": 290, ""nama"": ""orange blossom from tunisia""}, {""id"": 291, ""nama"": ""labdanum from spain""}, {""id"": 292, ""nama"": ""tobacco from cuba""}, {""id"": 215, ""nama"": ""vetiver from haiti""}, {""id"": 214, ""nama"": ""patchouli from indonesia""}, {""id"": 27, ""nama"": ""violet""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 142, ""nama"": ""tonka bean""}]",https://static.luckyscent.com/images/products/856010.jpg?width=400&404=product.png
Oud Abramad Eau de Parfum,BDK Parfums,"[{""id"": 293, ""nama"": ""safran""}, {""id"": 94, ""nama"": ""ginger""}, {""id"": 255, ""nama"": ""rose of turkey""}, {""id"": 87, ""nama"": ""cumin""}, {""id"": 22, ""nama"": ""agarwood""}, {""id"": 265, ""nama"": ""guaiac wood""}, {""id"": 294, ""nama"": ""rockrose""}, {""id"": 78, ""nama"": ""incense""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 59, ""nama"": ""castoreum""}, {""id"": 295, ""nama"": ""orcanox""}]",https://static.luckyscent.com/images/products/856006.jpg?width=400&404=product.png
Rouge Smoking Eau de Parfum,BDK Parfums,"[{""id"": 287, ""nama"": ""bergamot from italy""}, {""id"": 296, ""nama"": ""cherry accord""}, {""id"": 273, ""nama"": ""pink berries""}, {""id"": 297, ""nama"": ""black vanilla""}, {""id"": 44, ""nama"": ""heliotrope""}, {""id"": 62, ""nama"": ""ambroxan""}, {""id"": 185, ""nama"": ""cashmeran""}, {""id"": 142, ""nama"": ""tonka bean""}, {""id"": 115, ""nama"": ""labdanum""}, {""id"": 149, ""nama"": ""white musk""}]",https://static.luckyscent.com/images/products/856002.jpg?width=400&404=product.png
Tubereuse Imperiale Eau de Parfum,BDK Parfums,"[{""id"": 298, ""nama"": ""pink peppercorn""}, {""id"": 299, ""nama"": ""geranium of egypt""}, {""id"": 300, ""nama"": ""tuberose of india""}, {""id"": 301, ""nama"": ""ylang ylang of comoros""}, {""id"": 256, ""nama"": ""sambac jasmine""}, {""id"": 122, ""nama"": ""iris""}, {""id"": 302, ""nama"": ""jasmine of egypt""}, {""id"": 185, ""nama"": ""cashmeran""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 303, ""nama"": ""incense of somalia""}, {""id"": 304, ""nama"": ""vanilla of madagascar""}, {""id"": 305, ""nama"": ""patchouli of singapore""}, {""id"": 306, ""nama"": ""benzoin of sumatra""}, {""id"": 145, ""nama"": ""cypress""}]",https://static.luckyscent.com/images/products/856007.jpg?width=400&404=product.png
Nuit de Sable Eau de Parfum,BDK Parfums,"[{""id"": 86, ""nama"": ""cardamom""}, {""id"": 57, ""nama"": ""nutmeg""}, {""id"": 87, ""nama"": ""cumin""}, {""id"": 307, ""nama"": ""absolute of rose""}, {""id"": 308, ""nama"": ""rose oxide""}, {""id"": 309, ""nama"": ""hot sand accord""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 138, ""nama"": ""absolute of tonka bean""}, {""id"": 62, ""nama"": ""ambroxan""}, {""id"": 2, ""nama"": ""musk""}]",https://static.luckyscent.com/images/products/856004.jpg?width=400&404=product.png
Wood Jasmin Eau de Parfum,BDK Parfums,"[{""id"": 310, ""nama"": ""plum""}, {""id"": 139, ""nama"": ""pear""}, {""id"": 302, ""nama"": ""jasmine of egypt""}, {""id"": 256, ""nama"": ""sambac jasmine""}, {""id"": 255, ""nama"": ""rose of turkey""}, {""id"": 311, ""nama"": ""dhavanam""}, {""id"": 303, ""nama"": ""incense of somalia""}, {""id"": 304, ""nama"": ""vanilla of madagascar""}, {""id"": 312, ""nama"": ""patchouli of indonesia""}, {""id"": 313, ""nama"": ""labdanum of spain""}, {""id"": 314, ""nama"": ""cypriol nagarmotha of india""}]",https://static.luckyscent.com/images/products/856005.jpg?width=400&404=product.png
Pas Ce Soir Eau de Parfum,BDK Parfums,"[{""id"": 58, ""nama"": ""black pepper""}, {""id"": 94, ""nama"": ""ginger""}, {""id"": 262, ""nama"": ""mandarin""}, {""id"": 315, ""nama"": ""moroccan jasmine""}, {""id"": 316, ""nama"": ""quince chutney""}, {""id"": 317, ""nama"": ""orange blossom""}, {""id"": 185, ""nama"": ""cashmeran""}, {""id"": 305, ""nama"": ""patchouli of singapore""}, {""id"": 196, ""nama"": ""amber wood""}]",https://static.luckyscent.com/images/products/856001.jpg?width=400&404=product.png
Dolceacqua Eau de Parfum,Masque Milano,"[{""id"": 318, ""nama"": ""coastal breeze accord""}, {""id"": 319, ""nama"": ""muguet""}, {""id"": 320, ""nama"": ""ivy leaves""}, {""id"": 321, ""nama"": ""mediterranean marjoram""}, {""id"": 107, ""nama"": ""mimosa""}, {""id"": 322, ""nama"": ""almond flower""}, {""id"": 323, ""nama"": ""white rose""}, {""id"": 324, ""nama"": ""ylang-ylang nosy be""}, {""id"": 325, ""nama"": ""saffron flower""}, {""id"": 326, ""nama"": ""cedarwood virginia""}, {""id"": 327, ""nama"": ""benjoin siam""}, {""id"": 34, ""nama"": ""oakmoss""}, {""id"": 328, ""nama"": ""silky musks""}]",https://static.luckyscent.com/images/products/640013.jpg?width=400&404=product.png
Black Beard Extrait de Parfum,CALAJ Perfumes,"[{""id"": 180, ""nama"": ""orange""}, {""id"": 35, ""nama"": ""bergamot""}, {""id"": 329, ""nama"": ""petitgrain""}, {""id"": 330, ""nama"": ""artemisia""}, {""id"": 182, ""nama"": ""basil""}, {""id"": 331, ""nama"": ""bulgarian lavender""}, {""id"": 7, ""nama"": ""geranium""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 332, ""nama"": ""carnation""}, {""id"": 142, ""nama"": ""tonka bean""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 333, ""nama"": ""moss""}, {""id"": 2, ""nama"": ""musk""}, {""id"": 26, ""nama"": ""leather""}, {""id"": 334, ""nama"": ""tabacco""}, {""id"": 31, ""nama"": ""amber""}]",https://static.luckyscent.com/images/products/857000.jpg?width=400&404=product.png
Transilvania Extrait de Parfum,CALAJ Perfumes,"[{""id"": 335, ""nama"": ""black cherry""}, {""id"": 336, ""nama"": ""rose oxyde""}, {""id"": 337, ""nama"": ""angelica""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 99, ""nama"": ""tuberose""}, {""id"": 338, ""nama"": ""immortelle""}, {""id"": 339, ""nama"": ""honey""}, {""id"": 340, ""nama"": ""coumarin""}, {""id"": 89, ""nama"": ""opoponax""}, {""id"": 93, ""nama"": ""civet""}, {""id"": 2, ""nama"": ""musk""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 75, ""nama"": ""oud""}]",https://static.luckyscent.com/images/products/857001.jpg?width=400&404=product.png
Love Toxin Extrait de Parfum,CALAJ Perfumes,"[{""id"": 35, ""nama"": ""bergamot""}, {""id"": 14, ""nama"": ""coriander""}, {""id"": 310, ""nama"": ""plum""}, {""id"": 341, ""nama"": ""coconut""}, {""id"": 212, ""nama"": ""strawberry""}, {""id"": 336, ""nama"": ""rose oxyde""}, {""id"": 87, ""nama"": ""cumin""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 99, ""nama"": ""tuberose""}, {""id"": 342, ""nama"": ""jasmin""}, {""id"": 44, ""nama"": ""heliotrope""}, {""id"": 88, ""nama"": ""gardenia""}, {""id"": 122, ""nama"": ""iris""}, {""id"": 140, ""nama"": ""peach""}, {""id"": 34, ""nama"": ""oakmoss""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 53, ""nama"": ""hay""}, {""id"": 59, ""nama"": ""castoreum""}, {""id"": 89, ""nama"": ""opoponax""}, {""id"": 2, ""nama"": ""musk""}, {""id"": 26, ""nama"": ""leather""}]",https://static.luckyscent.com/images/products/857002.jpg?width=400&404=product.png
Oshun Extrait de Parfum,CALAJ Perfumes,"[{""id"": 172, ""nama"": ""lemon""}, {""id"": 64, ""nama"": ""cinnamon""}, {""id"": 58, ""nama"": ""black pepper""}, {""id"": 266, ""nama"": ""pine""}, {""id"": 343, ""nama"": ""black currant""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 6, ""nama"": ""magnolia""}, {""id"": 344, ""nama"": ""cloves""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 59, ""nama"": ""castoreum""}, {""id"": 345, ""nama"": ""peru balsam""}, {""id"": 142, ""nama"": ""tonka bean""}, {""id"": 346, ""nama"": ""tobacco.""}]",https://static.luckyscent.com/images/products/857003.jpg?width=400&404=product.png
Isra & Miraj Eau de Parfum,Stephane Humbert Lucas 777,"[{""id"": 35, ""nama"": ""bergamot""}, {""id"": 23, ""nama"": ""tangerine""}, {""id"": 57, ""nama"": ""nutmeg""}, {""id"": 347, ""nama"": ""ceylan""}, {""id"": 64, ""nama"": ""cinnamon""}, {""id"": 44, ""nama"": ""heliotrope""}, {""id"": 348, ""nama"": ""osmanthus absolute""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 349, ""nama"": ""santal de mysore""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 149, ""nama"": ""white musk""}, {""id"": 26, ""nama"": ""leather""}, {""id"": 350, ""nama"": ""natural oud""}]",https://static.luckyscent.com/images/products/655016.jpg?width=400&404=product.png
Petits Papiers Eau de Parfum,Mad et Len,"[{""id"": 351, ""nama"": ""paper""}, {""id"": 102, ""nama"": ""benzoin""}, {""id"": 271, ""nama"": ""gaiac""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 352, ""nama"": ""copaiva balsam""}, {""id"": 353, ""nama"": ""resins""}]",https://static.luckyscent.com/images/products/75224.jpg?width=400&404=product.png
La Danza delle Libellule Eau de Parfum,Nobile 1942,"[{""id"": 35, ""nama"": ""bergamot""}, {""id"": 354, ""nama"": ""red apple""}, {""id"": 153, ""nama"": ""cedar""}, {""id"": 64, ""nama"": ""cinnamon""}, {""id"": 2, ""nama"": ""musk""}, {""id"": 355, ""nama"": ""vanilla and coconut.""}]",https://static.luckyscent.com/images/products/52310.jpg?width=400&404=product.png
Magnolia Grandiflora - Michel Eau de Parfum,Grandiflora,"[{""id"": 172, ""nama"": ""lemon""}, {""id"": 35, ""nama"": ""bergamot""}, {""id"": 110, ""nama"": ""grapefruit""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 15, ""nama"": ""ylang-ylang""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 6, ""nama"": ""magnolia""}, {""id"": 18, ""nama"": ""vetiver""}, {""id"": 356, ""nama"": ""patchouli and musk""}]",https://static.luckyscent.com/images/products/64200.jpg?width=400&404=product.png
Bell'Antonio Eau de Parfum,Hilde Soliani,"[{""id"": 357, ""nama"": ""tobacco and coffee""}]",https://static.luckyscent.com/images/products/46602.jpg?width=400&404=product.png
Golden Moka Eau de Parfum,Xerjoff,"[{""id"": 358, ""nama"": ""blood orange""}, {""id"": 262, ""nama"": ""mandarin""}, {""id"": 172, ""nama"": ""lemon""}, {""id"": 359, ""nama"": ""coffee absolute""}, {""id"": 360, ""nama"": ""rose absoute""}, {""id"": 78, ""nama"": ""incense""}, {""id"": 80, ""nama"": ""cambodian oud""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 115, ""nama"": ""labdanum""}, {""id"": 361, ""nama"": ""green accord""}]",https://static.luckyscent.com/images/products/51155.jpg?width=400&404=product.png
Oud Stars - Indochine Parfum,Xerjoff,"[{""id"": 362, ""nama"": ""brasilian orange""}, {""id"": 212, ""nama"": ""strawberry""}, {""id"": 24, ""nama"": ""pink pepper""}, {""id"": 184, ""nama"": ""freesia""}, {""id"": 151, ""nama"": ""bulgarian rose""}, {""id"": 319, ""nama"": ""muguet""}, {""id"": 363, ""nama"": ""peony""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 364, ""nama"": ""oud blend""}, {""id"": 22, ""nama"": ""agarwood""}, {""id"": 2, ""nama"": ""musk""}]",https://static.luckyscent.com/images/products/51156.jpg?width=400&404=product.png
Fatal Charme Eau de Parfum,Xerjoff - Join the Club,"[{""id"": 365, ""nama"": ""lemony""}, {""id"": 366, ""nama"": ""fruity""}, {""id"": 2, ""nama"": ""musk""}, {""id"": 122, ""nama"": ""iris""}, {""id"": 367, ""nama"": ""cream soda""}]",https://static.luckyscent.com/images/products/63200.jpg?width=400&404=product.png
Mad About You Eau de Parfum,Pierre Guillaume Paris Black Collection,"[{""id"": 108, ""nama"": ""black tea""}, {""id"": 368, ""nama"": ""licorice""}, {""id"": 369, ""nama"": ""red fruits""}, {""id"": 370, ""nama"": ""lipstick""}, {""id"": 27, ""nama"": ""violet""}, {""id"": 26, ""nama"": ""leather""}]",https://static.luckyscent.com/images/products/545017.jpg?width=400&404=product.png
Anti-Blues,Pierre Guillaume Paris Black Collection,"[{""id"": 73, ""nama"": ""dark chocolate""}, {""id"": 67, ""nama"": ""saffron""}, {""id"": 110, ""nama"": ""grapefruit""}, {""id"": 78, ""nama"": ""incense""}, {""id"": 371, ""nama"": ""resin""}, {""id"": 372, ""nama"": ""amyris""}, {""id"": 373, ""nama"": ""cacao wood""}, {""id"": 53, ""nama"": ""hay""}, {""id"": 52, ""nama"": ""tobacco""}, {""id"": 18, ""nama"": ""vetiver""}, {""id"": 26, ""nama"": ""leather""}, {""id"": 30, ""nama"": ""vanilla""}]",https://static.luckyscent.com/images/products/545018.jpg?width=400&404=product.png
Tahiti Vanilla Parfum,Farmacia SS. Annunziata dal 1561,"[{""id"": 35, ""nama"": ""bergamot""}, {""id"": 374, ""nama"": ""key lime""}, {""id"": 113, ""nama"": ""sage""}, {""id"": 164, ""nama"": ""rosemary""}, {""id"": 375, ""nama"": ""tahitian vanilla""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 39, ""nama"": ""neroli""}, {""id"": 107, ""nama"": ""mimosa""}, {""id"": 79, ""nama"": ""ylang ylang""}, {""id"": 376, ""nama"": ""patchouly""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 18, ""nama"": ""vetiver""}]",https://static.luckyscent.com/images/products/440027.jpg?width=400&404=product.png
Fuyu Eau de Parfum,Tom Daxon,"[{""id"": 377, ""nama"": ""white peach""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 122, ""nama"": ""iris""}, {""id"": 378, ""nama"": ""soft musks""}, {""id"": 153, ""nama"": ""cedar""}]",https://static.luckyscent.com/images/products/62632.jpg?width=400&404=product.png
Perfumista Eau de Parfum,Anatole Lebreton,"[{""id"": 139, ""nama"": ""pear""}, {""id"": 310, ""nama"": ""plum""}, {""id"": 120, ""nama"": ""raspberry""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 153, ""nama"": ""cedar""}, {""id"": 345, ""nama"": ""peru balsam""}, {""id"": 2, ""nama"": ""musk""}, {""id"": 379, ""nama"": ""mousse de saxe accord""}]",https://static.luckyscent.com/images/products/70806.jpg?width=400&404=product.png
Douleur! Eau de Parfum,Bogue Profumo,"[{""id"": 380, ""nama"": ""mint""}, {""id"": 381, ""nama"": ""cotton candy""}, {""id"": 382, ""nama"": ""seaweed""}, {""id"": 102, ""nama"": ""benzoin""}, {""id"": 177, ""nama"": ""melon""}, {""id"": 383, ""nama"": ""metallic notes""}, {""id"": 91, ""nama"": ""rose""}]",https://static.luckyscent.com/images/products/66933.jpg?width=400&404=product.png
Ambre Stone Eau de Parfum,Anthologie de Grands Crus,"[{""id"": 384, ""nama"": ""ambergris infusion""}, {""id"": 385, ""nama"": ""indonesian patchouli oil""}, {""id"": 386, ""nama"": ""egyptian jasmine absolute late crop""}, {""id"": 387, ""nama"": ""moroccan neroli oil""}, {""id"": 388, ""nama"": ""indian sandalwood oil""}, {""id"": 389, ""nama"": ""italian bergamot oil late crop""}]",https://static.luckyscent.com/images/products/836000.jpg?width=400&404=product.png
Vanille d'Amine Eau de Parfum,Anthologie de Grands Crus,"[{""id"": 390, ""nama"": ""madagascan vanilla oléorésin""}, {""id"": 391, ""nama"": ""somalian olibanum""}, {""id"": 392, ""nama"": ""madagascan clove bud oil""}]",https://static.luckyscent.com/images/products/836001.jpg?width=400&404=product.png
Bergamote de G. Franco Eau de Parfum,Anthologie de Grands Crus,"[{""id"": 393, ""nama"": ""italian bergamot oil grand cru""}, {""id"": 394, ""nama"": ""moroccan mimosa absolute""}, {""id"": 395, ""nama"": ""chinese osmanthus alcoolat grand cru""}, {""id"": 396, ""nama"": ""kashmirin saffron""}]",https://static.luckyscent.com/images/products/836002.jpg?width=400&404=product.png
Vetiver de Pierre Eau de Parfum,Anthologie de Grands Crus,"[{""id"": 397, ""nama"": ""haitian vetiver oil special grand cru""}, {""id"": 398, ""nama"": ""venezuelan tonka absolute""}, {""id"": 399, ""nama"": ""ivory coast cacao absolute""}, {""id"": 400, ""nama"": ""turkish blond tobacco""}]",https://static.luckyscent.com/images/products/836003.jpg?width=400&404=product.png
Jasmin de Cherifa Eau de Parfum,Anthologie de Grands Crus,"[{""id"": 401, ""nama"": ""egyptian jasmine absolute grand cru""}, {""id"": 402, ""nama"": ""egyptian rose absolute centifolia grand cru (also from cherifa's fields)""}, {""id"": 403, ""nama"": ""indian sandalwood grand cru""}]",https://static.luckyscent.com/images/products/836004.jpg?width=400&404=product.png
I Love YY,Bogue Profumo,"[{""id"": 79, ""nama"": ""ylang ylang""}, {""id"": 110, ""nama"": ""grapefruit""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 37, ""nama"": ""tonka""}, {""id"": 404, ""nama"": ""violet leaf""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 102, ""nama"": ""benzoin""}, {""id"": 153, ""nama"": ""cedar""}]",https://static.luckyscent.com/images/products/66932.jpg?width=400&404=product.png
